carat,cut,color,clarity,depth,table,price,x,y,z
0.34,Ideal,D,VS1,61.4,57.0,780,4.49,4.54,2.77
0.51,Ideal,E,VS2,61.5,55.0,1662,5.23,5.14,3.19
0.33,Ideal,G,VS1,61.9,55.0,854,4.44,4.41,2.74
1.3,Premium,I,VS1,62.2,59.0,6931,6.97,6.91,4.32
1.06,Ideal,G,VS1,61.1,57.0,8285,6.54,6.61,4.02
0.31,Good,G,IF,63.9,58.0,988,4.3,4.27,2.74
0.91,Premium,F,SI2,59.1,60.0,3845,6.36,6.3,3.74
1.37,Premium,H,VS2,62.5,59.0,8562,7.12,7.05,4.43
0.43,Ideal,H,VVS2,61.3,56.0,1008,4.9,4.86,2.99
0.7,Very Good,F,SI2,61.2,57.0,2100,5.67,5.74,3.49
1.03,Ideal,D,SI1,61.0,57.0,5804,6.48,6.53,3.97
0.9,Very Good,D,SI2,63.0,58.0,3534,6.12,6.16,3.87
0.41,Ideal,G,IF,61.7,56.0,1259,4.79,4.81,2.96
1.03,Premium,J,SI1,61.7,54.0,4153,6.56,6.5,4.03
0.91,Premium,H,SI1,60.9,58.0,3414,6.26,6.22,3.8
1.35,Premium,J,SI1,60.9,59.0,5546,7.07,7.12,4.32
0.52,Ideal,D,SI1,62.4,57.0,1720,5.18,5.14,3.22
0.31,Very Good,H,VS2,58.9,61.0,457,4.43,4.46,2.62
0.43,Premium,I,SI2,59.8,59.0,726,4.94,4.9,2.94
1.36,Premium,E,SI2,61.7,59.0,7421,7.2,7.09,4.41
0.52,Ideal,H,VS2,62.2,56.4,1391,5.09,5.16,3.19
0.44,Premium,E,SI1,62.3,58.0,778,4.85,4.88,3.03
0.71,Very Good,G,SI1,63.2,58.0,2137,5.58,5.68,3.56
2.15,Very Good,J,SI1,62.4,60.0,13622,8.18,8.24,5.12
0.5,Good,E,VS2,63.4,59.0,1407,5.03,5.06,3.2
0.4,Ideal,E,SI1,62.4,54.0,694,4.72,4.74,2.95
0.43,Ideal,D,SI2,61.0,57.0,716,4.81,4.86,2.95
0.35,Ideal,H,IF,61.9,55.0,984,4.54,4.51,2.8
0.92,Fair,E,SI1,65.6,57.0,3407,6.1,6.07,3.99
0.35,Premium,D,SI1,62.1,58.0,644,4.51,4.54,2.81
0.46,Good,D,VS2,63.2,56.0,1205,4.89,4.92,3.1
0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49
0.26,Premium,G,VS1,61.3,60.0,491,4.12,4.07,2.51
0.4,Very Good,E,SI1,62.8,59.0,707,4.67,4.7,2.94
0.92,Very Good,D,SI2,62.5,59.0,3613,6.2,6.24,3.89
1.01,Premium,H,SI1,61.8,59.0,5204,6.38,6.33,3.93
0.42,Ideal,E,VS2,61.8,57.0,958,4.77,4.81,2.96
0.24,Very Good,G,VVS2,62.0,56.0,449,3.99,4.03,2.48
0.28,Ideal,F,VS1,62.0,53.0,665,4.23,4.26,2.63
0.36,Ideal,H,VS2,62.1,55.0,568,4.57,4.61,2.85
0.5,Ideal,I,SI1,59.8,59.0,1031,5.18,5.15,3.09
0.36,Ideal,E,VS1,61.8,56.0,1094,4.6,4.56,2.83
0.51,Premium,H,VS1,62.5,58.0,1443,5.12,5.09,3.19
0.27,Ideal,H,VS2,61.8,56.0,599,4.15,4.17,2.57
0.3,Ideal,G,VS2,60.8,57.0,630,4.38,4.33,2.65
0.72,Very Good,E,VS2,62.9,57.0,2990,5.68,5.73,3.59
0.43,Ideal,I,VS2,61.9,54.0,716,4.87,4.88,3.02
0.56,Ideal,G,VS1,60.3,57.0,1824,5.37,5.41,3.25
0.3,Ideal,H,VS1,61.6,57.0,526,4.3,4.33,2.66
0.5,Ideal,D,SI2,62.8,56.0,1243,5.06,5.03,3.17
1.22,Premium,E,SI1,62.6,58.0,7395,6.8,6.78,4.25
0.28,Very Good,E,VVS2,60.1,62.0,572,4.25,4.27,2.56
1.0,Premium,D,SI2,59.9,59.0,4928,6.48,6.44,3.87
0.59,Very Good,G,VS1,62.5,53.0,1942,5.46,5.35,3.38
0.59,Very Good,E,SI1,62.9,57.0,1664,5.33,5.36,3.36
0.7,Ideal,H,SI1,62.0,55.0,2184,5.71,5.68,3.53
1.25,Premium,J,SI2,61.5,57.0,4690,7.0,6.93,4.28
1.29,Premium,F,SI1,62.5,60.0,7730,6.97,6.91,4.34
0.8,Very Good,J,VS1,63.4,56.0,2321,5.9,5.87,3.73
0.6,Premium,E,VS2,62.7,58.0,1915,5.37,5.34,3.36
0.35,Premium,D,VS2,60.4,58.0,1063,4.58,4.53,2.75
0.75,Premium,E,SI2,63.0,58.0,2372,5.78,5.71,3.62
1.13,Ideal,H,SI2,60.6,57.0,3670,6.79,6.77,4.11
1.01,Premium,F,VS2,62.7,58.0,6097,6.4,6.39,4.01
0.72,Good,H,SI1,63.7,59.0,2398,5.68,5.63,3.6
0.9,Very Good,I,VS1,63.5,57.0,3484,6.06,6.03,3.84
0.53,Ideal,H,VS2,62.5,56.0,1314,5.15,5.19,3.23
0.32,Good,I,SI2,63.4,56.0,374,4.34,4.37,2.76
0.38,Good,D,VS2,64.1,55.0,809,4.58,4.62,2.95
0.9,Good,F,SI1,58.0,58.0,3699,6.24,6.28,3.63
0.51,Ideal,E,VS2,62.8,56.0,1733,5.14,5.11,3.22
1.01,Premium,F,SI1,62.9,59.0,5288,6.38,6.31,3.99
0.59,Very Good,F,VS2,62.0,58.0,1764,5.35,5.42,3.34
1.44,Premium,I,I1,62.7,55.0,4387,7.21,7.18,4.51
1.57,Premium,I,SI2,62.2,60.0,6401,7.43,7.36,4.6
1.23,Ideal,I,SI1,61.1,58.0,6183,6.86,6.91,4.21
0.53,Premium,E,VS2,59.9,61.0,1946,5.3,5.25,3.16
0.33,Premium,G,SI1,61.1,59.0,631,4.45,4.42,2.71
0.92,Premium,F,SI2,58.1,58.0,3282,6.46,6.41,3.74
0.7,Very Good,I,SI1,63.2,59.0,1890,5.59,5.62,3.54
0.27,Very Good,F,IF,60.4,58.0,560,4.18,4.2,2.53
0.41,Very Good,F,SI1,62.6,55.0,755,4.74,4.78,2.98
0.4,Premium,D,SI1,61.3,60.0,772,4.71,4.75,2.9
0.31,Ideal,G,VVS1,60.5,57.0,798,4.39,4.43,2.67
1.0,Fair,H,SI2,66.1,56.0,2856,6.21,5.97,4.04
0.36,Very Good,D,VS1,62.8,55.0,793,4.52,4.55,2.85
0.34,Ideal,G,IF,61.6,56.0,1014,4.48,4.51,2.77
0.76,Ideal,I,VS2,61.8,58.0,2551,5.84,5.87,3.62
0.5,Very Good,F,SI1,62.7,59.0,1250,5.04,5.07,3.17
0.41,Premium,G,VS2,59.8,58.0,1061,4.84,4.8,2.88
0.51,Good,G,VS2,63.5,57.0,1343,5.05,5.06,3.21
0.41,Premium,F,SI2,59.0,58.0,604,4.87,4.89,2.88
1.01,Ideal,F,VS1,61.3,57.0,7465,6.44,6.47,3.96
1.21,Premium,H,SI1,59.8,58.0,6573,6.95,6.9,4.14
1.37,Very Good,H,VS1,62.0,59.0,9046,7.08,7.12,4.4
1.14,Ideal,G,IF,59.0,59.0,12458,6.81,6.91,4.05
1.02,Ideal,F,SI2,62.9,58.0,5115,6.34,6.42,4.01
0.54,Ideal,E,SI1,61.5,56.0,1594,5.31,5.26,3.25
1.03,Ideal,G,VS1,62.2,59.0,7211,6.48,6.42,4.01
0.71,Ideal,H,SI2,62.7,57.0,2178,5.66,5.69,3.56
0.7,Ideal,D,SI1,61.8,56.0,2872,5.63,5.73,3.51
1.58,Ideal,H,VS2,62.7,56.0,11262,7.39,7.44,4.65
0.43,Ideal,E,VVS2,60.8,57.0,1062,4.87,4.9,2.97
0.5,Fair,F,I1,68.4,54.0,613,4.94,4.82,3.35
1.23,Premium,E,SI2,62.4,60.0,6172,6.82,6.78,4.24
0.23,Ideal,F,VVS1,62.4,55.0,505,3.94,3.95,2.46
1.06,Ideal,F,VS2,60.5,57.0,6399,6.6,6.58,3.99
0.33,Ideal,E,VS2,60.3,57.0,723,4.51,4.54,2.73
0.32,Ideal,G,VVS2,62.4,56.0,936,4.42,4.4,2.75
0.33,Very Good,F,SI1,61.2,58.1,544,4.48,4.51,2.75
1.22,Very Good,D,SI2,62.2,58.0,5721,6.85,6.91,4.28
0.51,Very Good,H,VVS1,63.2,57.0,1744,5.06,5.1,3.21
1.25,Ideal,H,SI2,62.8,55.0,5880,6.87,6.82,4.3
0.31,Ideal,F,IF,62.2,55.0,921,4.35,4.38,2.71
1.0,Premium,D,SI1,62.1,61.0,5488,6.32,6.3,3.92
0.32,Ideal,D,VVS1,61.8,56.0,1067,4.39,4.41,2.72
1.01,Ideal,G,VVS2,61.1,57.0,8029,6.49,6.54,3.98
0.57,Premium,F,SI1,60.7,58.0,1571,5.36,5.32,3.24
0.52,Ideal,H,IF,62.1,57.0,1956,5.13,5.16,3.19
0.9,Very Good,G,VS2,61.9,56.0,4269,6.17,6.23,3.84
1.7,Premium,G,VS2,60.9,60.0,16123,7.71,7.68,4.69
0.5,Good,G,IF,64.0,55.0,1976,5.05,5.08,3.24
0.4,Ideal,G,SI2,60.6,56.0,870,4.82,4.76,2.91
0.3,Ideal,E,VS1,62.5,56.0,778,4.3,4.28,2.68
1.5,Good,E,SI1,61.3,65.0,10868,7.17,7.23,4.41
0.32,Ideal,E,VS2,61.3,55.0,846,4.41,4.43,2.71
0.31,Good,G,VS1,63.2,57.0,625,4.28,4.33,2.72
1.04,Good,I,SI2,59.9,64.0,2970,6.51,6.45,3.88
0.71,Ideal,F,SI1,61.3,57.0,2699,5.72,5.79,3.53
0.71,Ideal,E,VS1,62.3,56.0,3346,5.69,5.74,3.56
1.74,Ideal,J,SI1,62.1,54.0,9208,7.73,7.69,4.79
0.9,Fair,F,SI1,65.1,56.0,3437,6.08,6.05,3.95
1.64,Premium,H,SI2,61.9,58.0,9224,7.58,7.54,4.68
0.3,Very Good,E,SI1,61.9,58.0,526,4.27,4.33,2.66
1.04,Ideal,I,VS1,63.0,56.0,4696,6.44,6.41,4.05
0.32,Ideal,F,VS2,61.3,57.0,645,4.37,4.4,2.69
0.72,Ideal,F,VVS1,61.0,56.0,4362,5.78,5.8,3.53
1.25,Premium,F,VS2,61.5,60.0,8840,6.93,6.89,4.25
2.09,Premium,H,SI2,62.1,58.0,17001,8.17,8.22,5.09
0.32,Ideal,F,IF,61.8,54.0,943,4.44,4.46,2.75
1.0,Very Good,E,VS2,62.8,57.0,6600,6.34,6.37,3.99
1.03,Ideal,J,SI1,62.3,57.0,3738,6.48,6.43,4.02
0.41,Very Good,H,SI1,58.1,61.0,778,4.91,4.97,2.87
0.25,Ideal,G,SI1,62.6,53.0,395,4.04,4.07,2.54
0.32,Premium,D,SI1,61.5,59.0,589,4.39,4.42,2.71
1.5,Premium,I,VS1,62.7,59.0,10080,7.3,7.25,4.56
0.56,Premium,E,VVS2,59.2,56.0,2496,5.49,5.39,3.22
1.51,Premium,E,VS2,60.7,60.0,14844,7.46,7.37,4.5
0.24,Very Good,F,VVS1,61.7,56.0,485,3.98,4.0,2.46
0.7,Fair,F,VS2,64.5,57.0,2762,5.57,5.53,3.58
1.05,Ideal,G,VVS2,62.5,55.0,8645,6.49,6.53,4.07
1.41,Ideal,G,VS2,60.8,55.0,10581,7.27,7.2,4.4
0.91,Ideal,G,SI1,62.1,57.0,4240,6.2,6.23,3.86
0.34,Premium,E,SI1,61.9,59.0,765,4.48,4.44,2.76
0.54,Ideal,D,SI1,62.1,56.0,1662,5.21,5.25,3.25
1.0,Very Good,F,SI2,62.9,59.0,4037,6.27,6.38,3.98
0.52,Premium,F,VVS2,61.8,60.0,2870,5.16,5.13,3.18
0.31,Ideal,F,VVS1,61.9,55.0,801,4.37,4.42,2.72
1.02,Very Good,F,SI2,60.0,57.0,4373,6.53,6.57,3.93
1.0,Good,H,VS1,60.1,62.0,5743,6.38,6.47,3.86
2.18,Ideal,I,VS2,62.0,57.0,13769,8.35,8.24,5.14
0.38,Ideal,E,VS1,61.6,56.0,1000,4.65,4.67,2.87
1.27,Fair,H,SI2,65.2,54.0,5334,6.78,6.71,4.41
0.79,Ideal,E,SI1,62.9,55.0,3075,5.93,5.86,3.71
0.41,Ideal,H,SI1,62.4,53.0,722,4.78,4.81,2.99
0.31,Ideal,G,VS1,61.4,56.0,802,4.37,4.36,2.68
0.48,Fair,E,VS2,64.9,54.0,1215,4.94,4.92,3.2
0.41,Premium,E,SI2,62.8,58.0,818,4.73,4.69,2.96
0.62,Very Good,G,VS1,60.1,58.0,2161,5.52,5.54,3.32
0.31,Premium,I,VS2,59.3,59.0,521,4.42,4.38,2.61
1.09,Premium,I,SI2,62.3,62.0,2708,6.63,6.57,4.11
0.42,Very Good,E,VVS2,59.4,60.0,1262,4.88,4.91,2.91
1.14,Ideal,H,VS2,62.6,53.0,6753,6.67,6.72,4.19
2.01,Very Good,I,SI2,61.4,63.0,10009,8.19,7.96,4.96
0.43,Ideal,E,VS2,62.1,56.0,1048,4.87,4.83,3.01
0.59,Ideal,D,SI1,61.0,57.0,1816,5.43,5.46,3.32
0.57,Very Good,G,VS2,62.2,60.0,1617,5.28,5.3,3.29
1.02,Premium,J,VS2,61.6,58.0,3513,6.4,6.35,3.93
0.3,Ideal,D,SI1,61.4,56.0,709,4.35,4.32,2.66
1.0,Premium,F,VS1,59.2,60.0,7056,6.53,6.48,3.58
1.15,Very Good,G,I1,61.2,58.0,3510,6.74,6.8,4.14
0.32,Premium,E,VVS2,59.9,58.0,842,4.45,4.5,2.68
1.19,Good,J,SI1,59.8,64.0,4498,6.94,6.9,4.14
1.55,Premium,I,SI1,62.5,60.0,8866,7.33,7.35,4.59
0.77,Premium,F,VS2,62.1,59.0,3218,5.85,5.87,3.64
0.36,Ideal,G,VS1,61.4,56.0,949,4.55,4.6,2.81
1.11,Good,F,SI1,62.1,61.0,5602,6.58,6.62,4.1
1.0,Very Good,G,VS2,60.6,60.0,5623,6.4,6.5,3.91
1.5,Premium,G,VS1,62.7,58.0,14105,7.25,7.3,4.56
0.33,Ideal,F,VVS1,60.6,59.0,828,4.45,4.5,2.71
0.41,Ideal,E,VS1,61.4,57.0,1079,4.79,4.82,2.95
0.24,Good,F,IF,65.1,58.0,492,3.86,3.88,2.52
1.01,Very Good,G,VS1,63.1,57.0,6936,6.32,6.39,4.01
0.51,Ideal,H,VVS2,61.6,55.0,1877,5.11,5.14,3.16
1.01,Ideal,G,VS2,62.1,58.0,6587,6.38,6.43,3.98
0.31,Premium,E,VS2,60.5,60.0,872,4.36,4.34,2.63
1.0,Fair,J,SI1,64.7,52.0,3780,6.35,6.3,4.09
0.3,Premium,G,VVS1,61.3,58.0,737,4.29,4.33,2.64
0.32,Ideal,F,IF,60.9,57.0,943,4.42,4.45,2.7
0.41,Ideal,J,VS1,62.7,56.0,703,4.73,4.77,2.98
0.7,Ideal,F,VS2,60.8,59.0,2850,5.69,5.79,3.49
0.9,Very Good,H,VS2,62.0,57.0,4155,6.1,6.16,3.8
1.1,Premium,H,SI1,62.1,58.0,4354,6.61,6.59,4.1
1.46,Ideal,H,SI1,62.4,55.0,8855,7.26,7.22,4.52
1.0,Ideal,D,SI2,62.7,58.0,5246,6.34,6.39,3.99
1.15,Premium,I,SI2,62.6,57.0,4347,6.73,6.69,4.2
0.32,Good,F,SI2,63.1,56.0,421,4.34,4.38,2.75
0.93,Ideal,H,SI1,61.7,55.0,4317,6.26,6.29,3.87
1.76,Premium,I,VS2,62.4,58.0,9659,7.7,7.65,4.79
1.08,Very Good,F,VS2,63.1,57.0,6319,6.56,6.5,4.12
0.78,Ideal,F,VS2,61.3,57.0,3259,5.91,5.93,3.63
0.73,Good,H,SI2,60.9,65.0,2085,5.86,5.69,3.51
0.57,Ideal,D,VS2,62.5,57.0,1914,5.28,5.31,3.31
0.3,Ideal,F,VS2,61.8,57.0,605,4.31,4.33,2.67
0.92,Premium,H,VS2,61.3,58.0,4077,6.21,6.26,3.82
1.55,Ideal,E,SI1,62.3,56.0,12646,7.43,7.37,4.61
0.3,Ideal,F,IF,62.3,53.0,886,4.34,4.36,2.71
1.14,Premium,J,SI2,60.4,59.0,3861,6.8,6.74,4.09
0.32,Premium,G,SI1,60.9,58.0,612,4.44,4.39,2.69
1.01,Premium,H,SI2,61.1,60.0,3054,6.46,6.41,3.93
1.04,Very Good,H,SI2,62.9,57.0,4435,6.39,6.45,4.04
0.3,Ideal,D,VVS1,62.2,57.0,866,4.3,4.35,2.69
2.5,Ideal,J,SI2,63.8,53.0,15246,8.56,8.5,5.45
0.91,Very Good,H,SI1,63.0,57.0,3087,6.1,6.19,3.87
0.41,Fair,H,SI1,65.4,61.0,659,4.51,4.63,2.99
1.53,Premium,G,SI1,62.3,58.0,11421,7.35,7.3,4.56
0.41,Ideal,F,VS2,61.1,56.0,1107,4.83,4.8,2.94
0.4,Ideal,E,VS2,62.6,56.0,949,4.67,4.69,2.93
0.76,Premium,E,SI1,60.4,58.0,2789,5.92,5.94,3.58
0.31,Ideal,E,VS1,61.4,57.0,734,4.32,4.37,2.67
0.37,Premium,F,VS2,61.2,58.0,746,4.63,4.69,2.85
1.44,Very Good,H,SI2,58.2,61.0,7128,7.45,7.51,4.35
0.31,Premium,I,SI1,60.1,59.0,418,4.38,4.41,2.64
0.54,Ideal,I,SI1,62.4,55.0,1170,5.19,5.23,3.25
2.01,Premium,H,SI2,63.0,59.0,15917,7.93,7.9,4.99
0.72,Ideal,E,SI1,62.1,54.0,2688,5.76,5.8,3.59
0.5,Ideal,D,VVS2,60.7,57.0,2376,5.2,5.15,3.14
1.11,Ideal,J,SI2,62.6,54.0,4101,6.61,6.64,4.15
0.7,Premium,F,VVS2,62.2,56.0,3018,5.72,5.63,3.53
1.23,Premium,F,SI1,62.5,58.0,5641,6.83,6.76,4.25
0.54,Ideal,J,VS1,61.0,56.1,1240,5.25,5.28,3.21
1.19,Very Good,H,SI2,63.4,58.0,4558,6.79,6.76,4.29
0.52,Good,G,IF,59.8,57.0,2093,5.24,5.27,3.14
1.53,Ideal,I,VS1,60.2,60.0,10171,7.51,7.48,4.51
1.07,Ideal,F,IF,62.0,57.0,11434,6.52,6.57,4.06
0.51,Fair,F,SI1,65.6,54.0,1052,5.07,5.02,3.31
1.56,Ideal,J,SI1,61.8,57.0,6727,7.44,7.39,4.58
0.7,Premium,D,VS2,61.3,58.0,2415,5.72,5.67,3.48
0.41,Premium,H,SI1,60.0,61.0,876,4.83,4.77,2.88
1.0,Premium,F,VS2,61.7,56.0,6608,6.48,6.39,3.97
0.32,Premium,G,VVS2,61.6,60.0,936,4.4,4.37,2.7
0.33,Ideal,D,SI2,62.0,57.0,631,4.46,4.45,2.76
0.32,Premium,H,IF,61.8,58.0,763,4.35,4.39,2.7
0.36,Good,I,SI1,63.1,57.0,486,4.51,4.55,2.86
1.0,Very Good,G,VVS2,63.1,58.0,7589,6.37,6.33,4.01
0.34,Ideal,E,VS1,59.1,57.0,698,4.55,4.58,2.7
2.31,Fair,G,I1,67.4,56.0,7257,8.05,7.99,5.41
0.42,Very Good,D,VS1,62.5,57.0,1109,4.75,4.85,3.0
0.41,Good,E,SI1,63.6,56.0,705,4.7,4.73,3.0
1.0,Premium,J,VS2,60.3,58.0,3790,6.49,6.44,3.9
1.13,Premium,J,SI2,62.4,59.0,3987,6.68,6.62,4.15
1.02,Premium,F,VS2,62.7,59.0,6220,6.41,6.44,4.03
1.29,Ideal,F,VS1,62.3,54.0,10923,7.0,6.93,4.34
0.94,Premium,E,SI1,62.4,56.0,4580,6.27,6.24,3.9
1.21,Premium,H,SI1,62.4,56.0,6566,6.83,6.79,4.25
0.9,Fair,E,SI2,57.5,68.0,3187,6.37,6.33,3.65
0.91,Premium,F,VS2,62.2,58.0,4892,6.21,6.17,3.85
0.4,Ideal,E,VVS1,61.7,57.0,1333,4.7,4.74,2.91
0.31,Ideal,F,IF,61.2,57.0,1818,4.35,4.38,2.67
0.9,Premium,D,SI1,61.5,60.0,4427,6.19,6.17,3.8
0.31,Ideal,G,VVS2,61.9,55.0,707,4.33,4.36,2.69
0.31,Ideal,I,VS1,61.3,55.6,513,4.37,4.4,2.69
0.35,Ideal,D,SI1,61.6,55.0,644,4.53,4.56,2.8
0.9,Good,F,SI1,63.1,57.0,3724,6.12,6.15,3.87
1.04,Very Good,G,SI1,59.2,61.0,4724,6.63,6.68,3.94
0.43,Premium,E,SI2,61.0,60.0,903,4.94,4.87,2.99
1.12,Very Good,D,SI1,59.9,57.0,6132,6.76,6.8,4.06
1.26,Ideal,F,VS2,61.4,57.0,9236,7.02,6.96,4.29
0.5,Very Good,D,VS2,62.8,58.0,1752,5.05,5.08,3.18
0.55,Ideal,G,SI2,61.8,55.0,1228,5.27,5.32,3.27
0.51,Ideal,F,VS1,60.2,56.0,1765,5.22,5.24,3.15
1.27,Ideal,E,SI1,62.4,58.0,7631,6.87,6.91,4.3
1.13,Premium,E,VS1,61.1,59.0,8353,6.72,6.69,4.1
0.9,Very Good,D,SI2,59.5,58.0,3989,6.28,6.33,3.75
0.32,Very Good,F,VS2,59.6,56.0,642,4.48,4.51,2.68
1.33,Very Good,H,SI2,63.5,57.0,5586,6.99,6.88,4.4
0.42,Ideal,I,VVS1,62.7,55.0,945,4.8,4.77,3.0
0.32,Ideal,D,SI1,62.0,55.0,589,4.37,4.47,2.74
0.38,Very Good,E,VS1,58.1,59.0,1083,4.78,4.82,2.79
0.31,Ideal,H,IF,61.8,56.0,1046,4.38,4.36,2.7
1.02,Good,D,VS1,64.6,58.0,6797,6.22,6.28,4.04
0.31,Ideal,F,IF,62.3,57.0,821,4.25,4.29,2.66
0.53,Ideal,G,SI2,62.3,53.0,1113,5.21,5.25,3.26
0.5,Fair,G,VS1,65.9,57.0,1373,5.0,4.87,3.25
1.31,Very Good,H,VS2,60.4,58.0,8261,7.04,7.09,4.27
0.3,Ideal,G,VVS1,61.1,57.0,764,4.32,4.35,2.65
0.51,Ideal,H,VVS1,62.7,57.0,1702,5.12,5.15,3.22
2.0,Good,J,VS2,58.0,62.0,13542,8.17,8.25,4.76
1.01,Very Good,F,SI1,63.1,59.0,5010,6.3,6.37,4.0
1.07,Premium,D,SI2,62.6,61.0,4949,6.49,6.42,4.04
0.51,Ideal,F,VS2,59.2,56.0,1619,5.23,5.18,3.08
0.97,Premium,F,SI1,59.9,59.0,4726,6.39,6.36,3.82
1.65,Premium,D,SI1,60.4,60.0,11310,7.63,7.58,4.59
0.3,Ideal,E,VVS1,62.8,54.0,838,4.27,4.3,2.69
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53
0.41,Premium,J,VVS1,62.2,59.0,994,4.75,4.71,2.94
0.3,Very Good,F,VVS1,62.6,56.0,814,4.27,4.29,2.68
2.13,Ideal,I,SI2,62.6,56.0,12356,8.21,8.14,5.12
0.32,Ideal,F,VVS2,61.2,57.0,800,4.42,4.44,2.71
0.36,Ideal,E,VS2,61.9,56.0,789,4.56,4.59,2.83
0.3,Very Good,H,IF,62.9,58.0,789,4.26,4.29,2.69
1.52,Premium,I,SI1,61.9,58.0,8631,7.42,7.37,4.58
0.34,Premium,G,VS2,61.3,58.0,765,4.53,4.51,2.77
2.1,Premium,I,VS2,60.7,61.0,14394,8.28,8.27,5.02
0.61,Good,G,VS1,60.2,61.0,1785,5.47,5.52,3.3
0.7,Good,D,VS2,59.9,59.0,3561,5.69,5.73,3.42
0.3,Very Good,H,VVS2,60.6,58.0,605,4.33,4.35,2.63
1.02,Premium,H,SI1,62.6,59.0,4688,6.43,6.38,4.01
1.09,Premium,H,SI2,59.6,61.0,4761,6.69,6.63,3.97
0.51,Premium,F,VS2,61.1,58.0,2203,5.19,5.16,3.16
1.27,Ideal,H,VS2,62.9,54.0,7937,6.88,6.92,4.34
1.01,Premium,F,VS2,61.7,58.0,7240,6.47,6.43,3.98
0.33,Premium,G,VS1,61.3,58.0,666,4.42,4.46,2.72
0.3,Very Good,G,IF,60.5,58.0,743,4.35,4.38,2.64
0.3,Ideal,G,VS1,61.1,56.0,673,4.36,4.35,2.66
1.01,Very Good,G,VS2,62.9,54.0,6773,6.35,6.4,4.0
0.56,Very Good,D,VVS1,62.0,56.0,2866,5.25,5.3,3.27
0.3,Good,H,VS1,63.3,57.0,526,4.22,4.25,2.68
0.6,Ideal,D,SI2,61.3,59.0,1338,5.42,5.48,3.34
1.21,Ideal,G,VS2,61.2,57.0,7792,6.9,6.85,4.21
0.53,Ideal,F,VVS2,61.3,56.0,2291,5.21,5.24,3.2
0.63,Premium,E,VS2,62.4,59.0,2344,5.5,5.46,3.42
0.47,Ideal,H,IF,61.9,56.0,1865,4.99,5.02,3.1
0.3,Very Good,G,VS2,60.6,61.0,526,4.29,4.32,2.61
0.32,Ideal,E,VS2,61.6,55.0,900,4.42,4.41,2.72
0.71,Good,I,VS1,59.1,63.4,2239,5.76,5.81,3.42
2.0,Fair,H,SI2,65.9,58.0,12554,7.84,7.8,5.15
0.43,Very Good,G,SI1,62.3,59.0,754,4.79,4.81,2.99
0.34,Good,I,SI1,63.7,54.0,574,4.48,4.43,2.84
0.31,Very Good,H,VVS1,63.3,58.0,907,4.32,4.28,2.72
0.36,Premium,D,SI1,61.4,58.0,663,4.56,4.59,2.81
0.32,Premium,G,VVS1,62.6,58.0,842,4.38,4.41,2.75
2.04,Fair,I,SI2,66.6,56.0,9802,7.8,7.77,5.19
0.57,Very Good,E,VS2,62.1,59.0,1807,5.29,5.27,3.28
2.11,Premium,H,VS2,60.8,61.0,16395,8.32,8.28,5.05
0.35,Ideal,H,IF,61.7,56.0,984,4.55,4.53,2.8
1.55,Premium,H,VS1,58.4,61.0,9041,7.64,7.59,4.45
0.33,Ideal,E,VS2,60.6,55.0,928,4.5,4.48,2.72
0.39,Ideal,G,VVS2,61.1,56.0,974,4.7,4.72,2.88
0.5,Very Good,E,VS2,62.9,60.0,1559,5.07,5.1,3.2
0.55,Good,J,VS2,64.1,54.0,1134,5.21,5.18,3.33
1.53,Premium,J,VS1,62.8,59.0,8205,7.34,7.31,4.6
1.01,Very Good,G,VS2,61.9,58.0,6047,6.37,6.42,3.96
0.7,Very Good,I,SI2,63.5,56.0,1801,5.63,5.59,3.56
1.53,Premium,G,VS1,60.2,59.0,13119,7.5,7.45,4.5
0.31,Ideal,F,VS2,61.3,57.0,625,4.3,4.34,2.65
0.55,Premium,E,SI2,58.4,61.0,1134,5.37,5.31,3.12
0.7,Fair,E,SI1,65.2,58.0,2318,5.57,5.54,3.62
0.71,Premium,F,VS1,61.1,58.0,2942,5.76,5.72,3.51
0.77,Very Good,E,SI2,60.4,58.0,3002,5.91,5.95,3.58
1.39,Ideal,E,VS2,60.8,57.0,11726,7.24,7.21,4.39
2.31,Premium,I,SI2,62.9,58.0,17218,8.43,8.34,5.27
0.73,Ideal,I,VVS1,61.7,53.0,2490,5.8,5.84,3.59
1.5,Good,F,SI1,63.4,58.0,10766,7.16,7.2,4.55
1.03,Premium,E,VS2,62.5,59.0,6072,6.42,6.44,4.02
0.44,Premium,E,SI1,62.2,60.0,1040,4.86,4.79,3.0
0.38,Premium,G,VS2,60.8,61.0,983,4.66,4.65,2.83
0.3,Premium,F,SI2,61.3,58.0,394,4.28,4.33,2.64
1.02,Very Good,F,VVS1,62.4,58.0,8990,6.38,6.41,3.99
1.04,Very Good,G,VVS1,58.2,60.0,6766,6.66,6.71,3.89
0.7,Ideal,F,VVS1,62.4,55.0,4341,5.65,5.69,3.54
0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95
0.51,Ideal,F,VS2,62.6,55.0,1875,5.15,5.1,3.21
0.74,Premium,E,SI2,59.1,60.0,2553,5.98,5.94,3.52
1.0,Very Good,F,SI1,63.4,61.0,4939,6.35,6.29,4.01
